text,sentiment,brand
tempat nyaa good makanan nya enak cuman eskopi susu nya strong kurang creamy tpi recommend sih buat malam minggu bareng pasang,negative,Kopi Nako
tempat nya nyaman dan untuk layan kang rio dan ka dinda ramah untuk minuman nya enak,positive,Kopi Nako
kopi selalu mantap,positive,Kopi Nako
mie goreng 4 5 pesan pedas sedang tapi nyata pedas banget hot chocolate kurang panas sama kurang manis sedikit harga masih standar lah kl segitu untuk tempat cukup estetik banyak kursi yg sedia jd jgn takut tidak bagi tempat tapi mudah2an next sedia no smoking area biar lebih nyaman,negative,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
enak buat nongky,positive,Kopi Nako
udah tempat nya cozy enak pula makanan ama minuman nya,positive,Kopi Nako
sarang bot,negative,Kopi Nako
tempaatt yaaa enak makanan yaa enak layan yaaa ramah2 syuka pokok yaaa,positive,Kopi Nako
nyaman tempat,positive,Kopi Nako
tukang parkir tidak guna,negative,Kopi Nako
the coffee was nice but not as good for the sides maincourse the ambience outside great the toilet can be great stinky the service okay bit shocked there is rainbow community here one of bravely asked for my number terrible,negative,Kopi Nako
tempat bagus menu ok,positive,Kopi Nako
tempat nyaa good makanan nya enak cuman eskopi susu nya strong kurang creamy tpi recommend sih buat malam minggu bareng pasang,negative,Kopi Nako
kopi nyaa enak dann tempat nya cozy banget,positive,Kopi Nako
itu barista nya yg nama riziq songong dah gada attitude nya woy ini yg milih2 kerja nya pilih2 lgi ngapa org2 kaya begitu di terima heran banget tiati lu nako punya barista kaya dia,negative,Kopi Nako
b saja so so kurang tempat non smoking area,negative,Kopi Nako
enak banget cozy buat nugas,positive,Kopi Nako
tempat syahdu banget kopi nya mantap recommended banget,positive,Kopi Nako
tempat ngopi chill dengan makanan dan minuman yang jangkau layan cepet dan staffnya ramah sama unjung buka sampai jam 2 pagi sitting area luas ada area indoor dan outdoor harga makanan dan minum affordable banyak yang under 50k pilih makan juga variasi mulai dari nasi sampai cemilan yang ringan ringan ada pilih minuman non kopi juga banyak jadi tidak bosenin sini ada photobooth juga harga 35k,positive,Kopi Nako
tempat cozy mangkok nasi 27k isi lumayan padat jadi bisa untuk makan dua minum segar 29k yg kembang teh tanpa gula tapi manis enak,positive,Kopi Nako
tempat enak harga affordable,positive,Kopi Nako
tempat selalu rame dari pukul 14 00 sampai closing lebih asik ruang buka nya beri canopy agar tidak terlalu panas atau bisa lindung dari hujan,negative,Kopi Nako
enak untuk santa santai sukses,positive,Kopi Nako
ojol hambat cari nafkah gara nunggu order sini baik waktu tunggu untuk ojol yg ambil order,negative,Kopi Nako
lagi ngopi tbtb dateng hewan mirip kalajengking di teras yang banyak kerikil takut banget,negative,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
agak over price kalo untuk daerah situ cuma makanan dan minum enak minus kalo hujan bubar,negative,Kopi Nako
kopi nako nya enak banget suasana sangat nyaman krn banyak tanam,positive,Kopi Nako
tempat cozy makan enak,positive,Kopi Nako
tidak terlalu ramai seperti cabang nako d jadetabek jadi bisa nikmat suasana barista nya ramah yg pasti sejuk yaa nama juga bandung parkir cukup ok ada live music waktu ke sini malam jumat,positive,Kopi Nako
tempat nya bikin pw tapi kalo ujan beda cerita,negative,Kopi Nako
tempat yg pasti always klo kopi nako ma mantap apalgi kopi minus layan tingkatin lagi yaaa sen minuman duluan makan nunggu hampir jam pdhl langgan gak lagi membludak banyak masih normal makanan dtg minuman dah abis baik lagi layan nya ya kak fighting thanks,negative,Kopi Nako
sarang bot,negative,Kopi Nako
minuman makanan enak tempat nya oke banget banget,positive,Kopi Nako
itu barista nya yg nama riziq songong dah gada attitude nya woy ini yg milih2 kerja nya pilih2 lgi ngapa org2 kaya begitu di terima heran banget tiati lu nako punya barista kaya dia,negative,Kopi Nako
enak banget,positive,Kopi Nako
tempat nyaman sayang parkir kurang luas mobil parkir di badan jalan,negative,Kopi Nako
judul beda beda customer cerita ruang no smoking di boleh ngerokok krna teman yg punya cafe trus komplen ehh kata udah ngomong sama yg punya cafe wkwkwkw status sama sama customer atau mungkin krna yg punya saham teteh say mungkin jendela bisa di buka sama customer harus harga sih kalo kamu ngerokok yah maap kamu luar hal peleh sih tapi bikin g nyaman kalo customer komplen mah g usah perhati harus punya dekat dulu sama yg punya cafe angkattopi no respect sama teteh yg layan kan saya g bayar lohh teh dtg duduk doang yah jadi ngikut saja gitu yah tadi udah nyaman loh bakal balik tapi seperti tidak padahal kopi dan singkoknya juara,negative,Kopi Nako
comfort place,negative,Kopi Nako
the place is nice the coffee is great it has big musolla too,positive,Kopi Nako
tempat enak kalo dateng sore malem karena sangat adem harga makanan juga jangkau cocok buat nugas kerja atau nongkrong sama temen tempat luas parkir juga lumayan luas toilet juga bersih kalo malem sih biasa tempat ramai karena pada nongkrong dar obrol dengan teman teman banyak colok listrik juga,positive,Kopi Nako
tempat okee bet sih banyak anak hits,positive,Kopi Nako
layan cepat,positive,Kopi Nako
tempat nyaman,positive,Kopi Nako
banyak bot,negative,Kopi Nako
tukang parkir tidak guna,negative,Kopi Nako
comfort place,negative,Kopi Nako
layan lama,negative,Kopi Nako
tata telak tempat duduk kurang nyaman,negative,Kopi Nako
enak jagung nya layan mbak rishel ramah,positive,Kopi Nako
kurang parkir mobil saja sih sisa all good,negative,Kopi Nako
tempat nyaman,positive,Kopi Nako
mie goreng 4 5 pesan pedas sedang tapi nyata pedas banget hot chocolate kurang panas sama kurang manis sedikit harga masih standar lah kl segitu untuk tempat cukup estetik banyak kursi yg sedia jd jgn takut tidak bagi tempat tapi mudah2an next sedia no smoking area biar lebih nyaman,negative,Kopi Nako
agak over price kalo untuk daerah situ cuma makanan dan minum enak minus kalo hujan bubar,negative,Kopi Nako
mungkin bisa baik lagi untuk sistem aman parkir barangkali bisa punya security sendiri jadi gaada jukir liar yg ngotot mintain duit beli kopi doang tidak sampe nongkrong yg berjam2 tagih 3rb tapi ini bukan masalah nominal yaa moga jadi masuk,negative,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
kopi nako bandung lokasi sangat strategis mudah cari karna di pinggir jalan dan lokasi masih sekitar kota bandung untuk tempat nyaman ya dan desain tempat juga sama seperti kopi nako lain rasa makanan enak cuma untuk yg sini karna desain bener bener kaya cafe harga lumayan ya tidak seperti yg di bogor jauh lebih murah untuk pisang bakar saja 20 rb 4 pcs nasi cumi dan nasi ikan dor kisar 39 rb dan porsi juga standar banget bisa bilang dikit harga kopi sih standard mulai 23 ribu yang agak kecewa pas mau bayar mereka awal tidak nerima tunai karna tidak ada kembali hanya payment qris debit dan payment non tunai karna ada tunai ya paksa tunai saja walaupun tidak ada kembali jadi kembali nya sekitar 4 rb untuk tips tidak berapa sih cuma kan customer udah bayar tax 10 kasi tips juga yg nominal buat saya sih lumayan lah soal saya bandung buat libur jadi nominal 4 rb bisa buat bayar parkir di kopi nako saja parkir saya harus bayr coba ada kembali kan lumayan managementnya untuk bayar lebih baik tidak semua org lagi bawa debit atau payment nontunai saya sih bukan nya tidak ada debit cuma udah tarik tunai semua karna niat libur kan biasa apa apa harus bayar cash kalo suruh balik lagi mungkin tidak deh karna dari segi harga sama saja ko kaya cafe lain masih banyak cafe bandung yg lebih asthetic dan saji makanan yg mungkin lebih enak dengan harga yg sama,negative,Kopi Nako
makanan datang lama banget pas sudah ready makan itu tidak panas sama skali malah cm anget2 kuku doang,negative,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
tempat nongkrong yg asyik dan cukup senang cm parkir nya saja yg kurang luas,negative,Kopi Nako
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
gokill abiez banyak space fotoonyaa yg bikin aesthetic parah kopi dan makan tidak ngecewain,positive,Kopi Nako
tempat nya enak untuk harga standar lah ya,positive,Kopi Nako
jarang2 sih ke cafe tapi ini salah satu yg baik tempat dan parkir luas pilih menu agam tapi tidak banyak duduk juga tidak mepet2 banget jadi msh enak buat ngobrol bisa buat 2 6 org kalo lebih bisa juga sih tapi harus kondisi ulang kursi2nya malem malem ada live music dan nyata ada photobox juga telah ditilik2 nyata dekorasi asal dari plastik bekas gokil tempat rada buka tapi keren mereka sedia payung2 yang bisa dipake kalo lagi hujan minus cuma ruang non smokingnya kecil dan wadah serta alat makan sekali pakai,positive,Kopi Nako
tempat nyaman makan enak enak dan servicenya juga bagus,positive,Kopi Nako
suasana bagus,positive,Kopi Nako
layan a rio nya bagus ramah juga murah senyum bisa ngasih rekomendasi menu yg di mau pokok best,positive,Kopi Nako
makan enak dan porsi bnyak kalo minuman banyak yang seger2 juga,positive,Kopi Nako
udah beberapa x kesini rekomen juga bwt temen yg dari luar kota sempet meet up sini asik tempat asik vibesnya,positive,Kopi Nako
tempat ngopi yang asik kopi duren enak wajib coba kesini,positive,Kopi Nako
tempat nya bikin pw tapi kalo ujan beda cerita,negative,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
biasa sen lewat aplikasi online rasa lumayan eh pas nyobain nongkrong nyata tempat tidak bagus pandang depan rasa minuman hambar rasa makanan hambar layan tidak jelas konsumen mesti bulak balik ambil pesan hati klo bawa anak kecil takut cebur ke kolam parkir mahal mana mang parkir cuman duduk doang atas motor kalo sen online kasi tips buat mamang karna biaya parkir mahal hati barang bawa banyak yg komen barang hilang mending nongkrong di kopi belah dah,negative,Kopi Nako
tempat nyaman overall oke,positive,Kopi Nako
layan sangat baik suasana adem utama ka risel,positive,Kopi Nako
firstime di nako kbp dapet layan tidak ramah kaya gin dari satu org bagi counter ambil minuman makanan senyum say sorry dan thank u saja engga kita sbg customer pun udah nyamperin nanya dan minta bantu soal keluh order dengan baik dan ramah kocak juga denger alesan tidak ramah karena belum kenal si kakanya masa customer harus kenal dulu gitu supaya tau asli gimana masaiya customer harus ngertiin mood watak kakanya sih yaampun handling complaintnya tolong benah lagi yaaa sayang banget jauh ini di nako kbp baik baik saja tapi baru kali ini dapet respon ketus dari salah satu mbak heuheu thanks,positive,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
kalo buat tempat sih ok cuman waktu malem aku datng kesini sen nasi goreng merem melek daging nasi nya belum mateng jdi d mkan nya tidak enak,negative,Kopi Nako
love this place we ll come back again,positive,Kopi Nako
msh lebih rame di bogor kebon jati untuk variasi makanan tapi tetap enak makanan minum wifi kenceng,positive,Kopi Nako
nice place cozy with the nice atmosphere buat yang tidak suka coffee seperti saya tapi tetep suka penasaran sama tempat ngopi yang selalu kini smoga next bisa dibanyakin lagi menu healthy drinks or vegan food lain ya thank u keep a good work for the kopinako team kalian semua ramah full with smile with little jokes conversations i loved it success kopinako,positive,Kopi Nako
tempat yg pasti always klo kopi nako ma mantap apalgi kopi minus layan tingkatin lagi yaaa sen minuman duluan makan nunggu hampir jam pdhl langgan gak lagi membludak banyak masih normal makanan dtg minuman dah abis baik lagi layan nya ya kak fighting thanks,negative,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
cozy place tapi sayang parkir batas dan agak susah posisi di pinggir jalan dan mudah untuk di cari,negative,Kopi Nako
tempat bagus buat nongkrong kopi juga beneran mantap,positive,Kopi Nako
tempat sejuk,positive,Kopi Nako
lokasi bagus rasa makanan boleh tapi hrga kopi dan makan ckup mahal,negative,Kopi Nako
enakeunn mantap,positive,Kopi Nako
wedang masa lalu is the best,positive,Kopi Nako
bagus dan enak buat nongkrong tapi rame banget agak susah nyari tempat kalau ramean,positive,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
mau ke sana rame banget penuh jadi bawa pulang saja kopi enak,positive,Kopi Nako
good tempat nyaman,positive,Kopi Nako
tempat nyaman sayang parkir kurang luas mobil parkir di badan jalan,negative,Kopi Nako
tempat nya nyaman banget untuk nongkrong bareng teman pacar bahkan sama selingkuh hehe menu yang di adakan di sini bilang enak dan unik harga di bawah 50rb lah rata jaman skrng ya untuk servicenya 80 bikin nyaman dan betah kalau ke tempat ini rekomendasi banget buat yang suka nongkrong deh,positive,Kopi Nako
tempat cocok buat yang suka nongkrong di kawasan outdoor dan smoking pilih makanan sama minum variasi dan teh ella nya enak banget tambah coffee jelly jadi makin enak terus ada photobooth tempat duduk cukup banyak parkir juga ok,positive,Kopi Nako
rasa kopi nya cukup enak makanan nya pun jauh ini enak layan dari kak rishel nya juga bagus,positive,Kopi Nako
hampir tiap hari kesini emang enakeun buat nongki ampe malem,positive,Kopi Nako
tempat ok tapi kurang karyawan kali ya buat anterin makan padahal sen nya klo byk hrs bolak balik turun naik tangga,negative,Kopi Nako
lagi ngopi tbtb dateng hewan mirip kalajengking di teras yang banyak kerikil takut banget,negative,Kopi Nako
lumayan nyaman tempat varian menu cukup banyak harga reasonable layan juga sangat ramah insya allah akan datang lagi,positive,Kopi Nako
tempat oke rasa biasa saja,negative,Kopi Nako
kopi mantap suasana nyaman layan om rio ramah gesit cepat mantap,positive,Kopi Nako
cafe baru yg paling epic bet dahh buat nongski mah layan ramah banget bintang 7 ini mah,positive,Kopi Nako
kasir jutek,negative,Kopi Nako
agak over price kalo untuk daerah situ cuma makanan dan minum enak minus kalo hujan bubar,negative,Kopi Nako
lucu tempat abg banget tapi makanan nya enak kopi nya enak cemilan nya oke,positive,Kopi Nako
bagus tempat nya bersih well,positive,Kopi Nako
cantik dan nyaman,positive,Kopi Nako
kopi sayang enak kopi asa bangett biar bintang yang bicara,positive,Kopi Nako
layan ramah sama saji cepat makasih kopi nako,positive,Kopi Nako
tempat luas sayang saja tidak ada non smoking area karena tempat buka semua rasa kopi ok harga gak terlalu mahal cuma agak kurang suka sama layan kasir kurang ramah,negative,Kopi Nako
