text,text,sentiment,brand
"Lokasi strategis , barista ramah , ada lantai 2 dan area outdoor jadi bisa langsung ngopi sambil menghadap ke jalan raya , spot bengong rekomen sih","977|||Lokasinya strategis, baristanya ramah, terdapat lantai dua dan area outdoor sehingga bisa menikmati pemandangan jalan raya; tempat ini direkomendasikan untuk bersantai.",positive,Kopi Kenangan
"Pelayanan lelet lama bgt , padahal cuma order 1 hampir 40menit , hedeuhh",845|||Pelayanannya sangat lambat; hanya memesan satu tetapi menunggu hampir 40 menit.,negative,Kopi Kenangan
"sebenernya vibes di sini udah enak banget, cuma sayangnya gada wifi buat customer cmn ada buat operasional doang. tadinya mau nugas gajadi deh wkwkw mau connect wifi malah disuruh connect ke tempat makan sebelah wkwkw padahal udh enak bgt, gak terlalu rame, bersih. tp itu ajasi minusnya.","775|||Suasana di sini sebenarnya sudah sangat enak, namun sayang tidak ada Wi-Fi untuk pelanggan, hanya untuk operasional. Saya sempat ingin mengerjakan tugas namun batal karena tidak dapat terhubung Wi-Fi; padahal tempatnya enak, tidak terlalu ramai, dan bersih.",negative,Kopi Kenangan
"Rasa kopinya aneh
Es batunya jg aneh rasanya",Rasa kopinya agak aneh; es batunya juga terasa berbeda.,negative,Kopi Kenangan
"Tempatnya enak tapii sialan tukang parkirnyaa …. Yng siang baik2 banget sopan ramah, yang malemm kyk setan udh tua bangka lagi … gua kena palakk awalnya oke minta 3000 ehh bsknya gua kasih 3000 gk mau … mintaa 5000 mana marah2 gua kasih 5000 dianya gk terimaaa … pantess gua liat kok jarang ada anak2 kampus nongki disini (gk sebanyak cafe lain) ternyata kalo malemm ada si tua bangkaaaa … sumpah mana plat gua ditandain lagi .. di usir gk ush ke sini lagi katanya .. OKE gua jabanin gk dateng lagi gua maless juga ketemu tua bangka … MOHOONNN DITINDAKK SIAPAPUN BUAT PEMILIK RUKO MAU KOPKEN KFC ATM DLL MERESAHKAN BANGETT TUKAN PARKIRR MALEMNYAAAAAA DAH BANYK KORBANNYA KENA PALAKK INI","1041|||Tempat sudah oke, namun petugas parkir sangat merepotkan; siang hari sopan tetapi malam hari sering bersikap kasar dan memalak. Saya pernah diminta Rp3.000 lalu ditagih lebih; hal ini membuat banyak orang enggan datang. Mohon tindakan kepada pemilik ruko atau manajemen agar masalah petugas parkir malam dapat diatasi.",negative,Kopi Kenangan
"Baru kali ini kopi kenangangan yang online disuruh antri sama tamu reguler , antrian reguler sampai ke pintu ,
Perbaiki untuk offline dan online",Terjadi situasi di mana pelanggan online diarahkan untuk antre bersama pelanggan reguler hingga antrean mengular sampai ke pintu. Mohon perbaikan integrasi layanan online dan offline.,negative,Kopi Kenangan
cozy dan aman banget penerapan sekat tiap meja supaya terhindar dari kopit,Cozy dan penerapan sekat antar meja sangat membantu kenyamanan.,positive,Kopi Kenangan
Cocok untuk dikunjungi,782|||Cocok untuk dikunjungi.,positive,Kopi Kenangan
"Rudet amat ya mau beli aja gaada kembalian harus konsumen yang pusing, pelayanan toko kopi terburuk sih",1331|||Merepotkan karena tidak ada kembalian saat membeli; pelayanan toko kopi ini sangat buruk.,negative,Kopi Kenangan
Pelayanan ya lelet,956|||Pelayanannya lambat.,negative,Kopi Kenangan
"PADAHAL TEMPATNYA ENAK BANGET BUAT NUGAS, EH ADA TUKANG PARKIR TUKANG PALAK, MANGKANYA SUKA HERAN KENAPA MALAH GA BANYAK ANAK SEKITARAN TELKOM, TERNYATA MALES SAMA TUKANG PARKIR TUKANG PALAK. MINIMAL KALAU MAU MALAKIN DUIT LEBIH TUH NGOMONG BAIK BAIK, LAH INI DIA SEENAKNYA AJA MALAKIN SAMBIL MARAH NGGA KASIH TAU NOMINAL TAPI MALAH ADU NASIB.. MALAH BILANG, KALAU GA SUKA JANGAN PARKIR DISITU. LAHHHHHH TULISANNYA AJA PARKIR KHUSUS PELANGGAN KOPKEN NGAPA KITA GA BOLEH PARKIR DISITU SAMA TUKANG PARKIR. INI TUKANG PARKIR YG JAGA MALAM, KALO YG JAGA SIANG RAMAH . PALING BIKIN MENGANGA KITA DITAGIH PARKIR MALAM 5000 SAMA NTAR SIANG BAYAR LAGI KARNA BEDA ORANG YANG JAGA BEDA.","698|||Padahal tempatnya sangat baik untuk mengerjakan tugas, namun ada petugas parkir yang memalak. Hal ini membuat orang di sekitar Telkom enggan datang. Jika memang ingin meminta uang, sebaiknya disampaikan dengan baik; bukan memalak sambil marah tanpa menyebut nominal. Bahkan ada yang mengatakan, jika tidak suka jangan parkir di situ. Meskipun tulisan menyatakan parkir khusus pelanggan Kopi Kenangan, petugas parkir tersebut tetap memperlakukan pengunjung tidak adil. Petugas parkir malam berbeda sikap dibanding petugas siang.",negative,Kopi Kenangan
"Budeg
Udh di bilang shopee
Malah bikin yg lain
Jadi bikin dri awal",567|||Tidak jelas—sudah diberi tahu tentang Shopee tetapi malah membuat pesanan lain sehingga menjadi berantakan dari awal.,negative,Kopi Kenangan
Nyaman untuk penikmat kopi...,Nyaman bagi penikmat kopi.,positive,Kopi Kenangan
Lama banget pesenan nya padahal. Cuma 1 rugi waktu bagi ojol,712|||Pesanan sangat lama; hanya satu pesanan tetapi membuat ojek online rugi waktu.,negative,Kopi Kenangan
sedih bgt dikasih milkbun agak basi kynya bekas kemarin krn emg sisa satu :(,"696|||Sedih karena mendapat milkbun yang agak basi, sepertinya sisa dari kemarin karena tinggal satu.",negative,Kopi Kenangan
Order 1 juga lama hadeuuhhhhh,Pesanan satu cup juga lama — agak mengecewakan.,negative,Kopi Kenangan
abis dari apart bang fajar ngopi dulu disini sama anggi,"814|||Setelah dari apartemen Bang Fajar, kami ngopi dulu di sini bersama Anggi.",positive,Kopi Kenangan
Males banget sama tukang parkir nya. Mau beli kopi sebiji doang parkir motor doang ribet bgt. Sering bgt parkir di suruh pindah. Mana galak lagi. Udah deh ga akan kesini lagi karena males sama tukang parkir nya. SEMUA TUKANG PARKIR. Gak cuman satu!!!,"912|||Saya sangat kesal dengan petugas parkir. Saat hanya ingin membeli satu kopi, pengaturan parkir motor dibuat merepotkan; sering disuruh pindah dan perilakunya galak. Saya tidak akan kembali karena petugas parkirnya — bukan hanya satu orang — bersikap seperti itu.",negative,Kopi Kenangan
good place for buy ur favorite cofee,716|||Tempat yang baik untuk membeli kopi favorit Anda.,positive,Kopi Kenangan
Coffee time ,"Jam buka yang cukup pagi, saya sangat menyukainya.",positive,Kopi Kenangan
"Tempat nya sih udah oke, tapi tukang parkir nya ribet banget
Semoga kopi kenangan ada kebijakan terkait parkir","1042|||Tempatnya sudah oke, namun petugas parkir merepotkan. Semoga pihak Kopi Kenangan memiliki kebijakan terkait parkir.",negative,Kopi Kenangan
Banyak promonya .,690|||Banyak promonya.,positive,Kopi Kenangan
"Budeg
Udh di bilang shopee
Malah bikin yg lain
Jadi bikin dri awal",1188|||Sudah diberitahu melalui Shopee namun malah membuat pesanan lain sehingga harus dibuat ulang dari awal — mengecewakan.,negative,Kopi Kenangan
sedih bgt dikasih milkbun agak basi kynya bekas kemarin krn emg sisa satu :(,"1075|||Sangat kecewa karena mendapat milk bun yang agak basi, kemungkinan sisa dari hari sebelumnya.",negative,Kopi Kenangan
"24 jam, ada wifi, tempatnya bisa indoor outdoor","728|||Buka 24 jam, tersedia Wi-Fi; tempatnya dapat digunakan indoor dan outdoor.",positive,Kopi Kenangan
"Udah beli dua kali di cabang ini tapi beda sama cabang lain. Beli matcha latte sama yang oreo nya beneran cair bgt kek air, kalo beli di cabang lain tuh kental dan kerasa banget enaknya. Pelayanannya bagus, tapi rasa minumannya kurang enak. Padahal di cabang lain enak enak aja","Saya telah membeli dua kali di cabang ini namun rasanya berbeda dibandingkan cabang lain. Saya memesan matcha latte dan varian oreo, namun keduanya sangat cair seperti air; padahal di cabang lain konsistensi minumannya kental dan rasanya jauh lebih nikmat. Pelayanan ramah, tetapi kualitas rasa minuman kurang memuaskan. Padahal di cabang lain rasanya baik-baik saja.",negative,Kopi Kenangan
Saya pesan kopi kenangan mantan 5 reguler tanpa es tapi yg dikirim pakai es normal semuanya. Tolong diperbaiki lagi pelayanannya,"701|||Saya memesan Kopi Kenangan Mantan 5 reguler tanpa es, namun yang dikirim menggunakan es. Mohon perbaiki pelayanannya.",negative,Kopi Kenangan
"The WORST EVER product and services!why the UNICORN COMPANY like kopi kenangan seperti ini ya? Saya hampir tiap hari beli kopken dgn detail yg sama di bbrp gerai dan dibuah batu lebih sering karna dekat kantor.tp kenapa kali ini seperti ini???
1. Standar penyajian yg hanya setengahnya,saya disini order 2 cup large isinya dua2nya sama hanya setengah
2. Komunikasikan tolong kalau misalkan ada orderan yang tidak mengerti/lainnya anda dpt dikomuniksikan terlebih dahulu fitur chat kan canggih ya dijaman sekarang, apalagi sekelas kopken yg sampe punya aplikasi sendiri
3. Saya mengajukan pengembalian yg jelas2 ada buktinya(disini saya kesal kesali) kenapa ditolak??are u kidding me??
Kepada team management kopken tolong dijadikan concern ya, karna sayang sekali kalau cara menghandle complainnya seperti itu (menolak pengembalian), ingat Coffee shop sudah menjamur, competitor semakin banyak.terimakasih","981|||Produk dan layanan sangat mengecewakan. Saya hampir setiap hari membeli Kopken di beberapa gerai, termasuk Buah Batu karena dekat kantor. Namun kali ini: 1) penyajian tidak sesuai standar — dua cup large yang saya pesan berisi setengah; 2) mohon komunikasikan apabila ada kendala pesanan melalui fitur chat atau aplikasi; 3) pengajuan pengembalian saya yang jelas memiliki bukti ditolak. Kepada manajemen, mohon jadikan ini perhatian karena cara penanganan komplain yang menolak pengembalian sangat merugikan mengingat banyaknya kompetitor.",negative,Kopi Kenangan
"gratis parkir, nuansa enak, sepi makin intimate","Parkir gratis, suasana menyenangkan, sepi sehingga terasa lebih intim.",positive,Kopi Kenangan
"Saya dan pasangan saya pesan toast, dan 2 2 nya toastnya tidak disajikan dalam keadaan hangat/panas, malah dingin kayak dari kulkas toastnya, mayonesnya beku, rotinya dingin, kejunya dingin banget, jadi nyesel beli toast di kopi kenangan cibaduyut","Kekurangan di cabang ini hanya satu, yaitu keberadaan tukang parkir yang tiba-tiba muncul saat kita hendak keluar. Hal tersebut cukup mengganggu karena sejak awal tidak ada, tetapi ketika hendak pulang tiba-tiba muncul. Sebaiknya tidak perlu ada juru parkir seperti itu, karena dapat menurunkan suasana hati. Saya sudah cukup lelah dan ingin menikmati Kopi Kenangan setiap hari, tetapi jadi enggan karena masalah parkir. Secara keseluruhan, Kopi Kenangan tetap baik.",negative,Kopi Kenangan
Lumayan enak sih tempat nya,1360|||Tempatnya cukup enak.,positive,Kopi Kenangan
Kalau aku suka beli celana jeans disini tempatnnya banyak pilihan kadang suka ada discount besar besaran,Proses lama ketika yang bekerja sendirian tetapi pembelinya banyak; manajemen tampak tidak teratur—kasihan pelayannya.,positive,Kopi Kenangan
"Beli Light Mocha Latte, karna ga ngerti tbtb mas nya blg ""kopinya arabica ya"", bingung harus jwb apa , ternyata kopi arabica itu termasuk ""Topping/ Add on"" jadi bayar lagi 6.000 sementara diawal ga dikasih tau kalau itu bayar lagi.. sad food sih jadinya hehe",779|||Saya membeli Light Mocha Latte dan tidak diberitahu bahwa kopi Arabica merupakan topping/add-on yang dikenakan biaya tambahan Rp6.000; awalnya tidak diinformasikan sehingga menjadi mengecewakan.,negative,Kopi Kenangan
sebetulnya untuk yg tempat main sepatu roda. Tolong di tingkatkan karyawan nya cuma satu sepaturoda banyak yg harus diperbaiki,Untuk yang bermain sepatu roda mohon diingatkan karyawannya untuk memperbaiki sepatu roda.,positive,Kopi Kenangan
"Aku sering beli milo di kopi kenangan lain dan enak, trus pertama kali beli milo disini tapi milo nya kurang enak, rasa kental manis nya terlalu dominan..","1337|||Saya sering membeli Milo di cabang lain dan enak; pertama kali membeli Milo di sini tetapi rasanya kurang, terlalu dominan susu kental manis.",negative,Kopi Kenangan
": Kopi ceo gabisa less sugar blaa blaablaa

Barangkali ada yg gatau BISA YAA LESS SUGAR di aplikasi jg bisa, mbaaak jng ngatur2 pesenan org yah kan cm staff bkn owner",771|||Beberapa pegawai tidak dapat menerima permintaan less sugar; padahal fitur tersebut tersedia di aplikasi. Mohon staf tidak mengatur pesanan pelanggan sembarangan karena mereka bukan pemilik.,negative,Kopi Kenangan
"Love the coffee & Thai tea.
Good service.",Saya suka Thai tea dan kopinya. Pelayanan yang bagus.,positive,Kopi Kenangan
Siiip bangettt,1429|||Sangat bagus.,positive,Kopi Kenangan
Menunggu 15 menit siang sama sekali ga dilayani sama kasir. Bagus sekali pelayanannya bikin kapok,641|||Menunggu 15 menit di siang hari namun sama sekali tidak dilayani oleh kasir; pelayanan sangat buruk dan membuat kapok.,negative,Kopi Kenangan
Tidak bisa berkata kata akan rasa chiken dicampur kuahnya beuhh,Saya tidak bisa menggambarkan rasa chicken yang dicampur kuahnya—sangat unik.,positive,Kopi Kenangan
"rasa coffee nikmat, hanya sebaiknya ada cemilan2 juga agar ngobrolnya lebih enak.",620|||Rasa kopi nikmat; disarankan ada cemilan agar suasana ngobrol lebih nyaman.,positive,Kopi Kenangan
"Parkir nyaman,makan di tempat juga nyaman",944|||Parkir nyaman; makan di tempat juga nyaman.,positive,Kopi Kenangan
Kopi kenenagan tapi tidak pernah ada kenangan ,"Namanya Kopi Kenangan tetapi tidak memberikan ""kenangan""—kopinya tetap enak.",negative,Kopi Kenangan
Pelayanan jelek. Karyawan ketus,849|||Pelayanannya jelek; karyawannya ketus.,negative,Kopi Kenangan
"Good taste, good place, good ambience ❤️","Rasa bagus, tempat bagus, suasana bagus.",positive,Kopi Kenangan
ketinggalan barang (charger handphone) aman gaa yaa kira kira ada yg ngamanin ga ya,1448|||Saya khawatir charger handphone tertinggal; apakah ada yang menyimpan barang kehilangan?,positive,Kopi Kenangan
"Resto lemot tolong lain kali proses olderan tida usah nunggu driver dateng dulu kalo kaya gini kita rugi waktu dapet jauh sampe resto harus nunggu juga tolong kerja samanya biar sama2 enak , terimakasih ",769|||Restoran lambat; mohon lain kali proses pesanan tidak perlu menunggu driver datang dahulu karena kami rugi waktu jika harus menunggu lama. Mohon kerjasamanya agar sama-sama nyaman. Terima kasih.,negative,Kopi Kenangan
Tempat kurang nyaman,1072|||Tempat kurang nyaman.,negative,Kopi Kenangan
"Aku sering beli milo di kopi kenangan lain dan enak, trus pertama kali beli milo disini tapi milo nya kurang enak, rasa kental manis nya terlalu dominan..","1337|||Saya sering membeli Milo di cabang lain dan enak; pertama kali membeli Milo di sini tetapi rasanya kurang, terlalu dominan susu kental manis.",negative,Kopi Kenangan
"pelayanan nya kurang ramah, mohon di perbaiki lagi yah!!",1283|||Pelayanannya kurang ramah; mohon diperbaiki.,negative,Kopi Kenangan
"Kopinya enak, harus nyoba dine in sih nanti",559|||Kopinya enak; sebaiknya dicoba dine-in.,positive,Kopi Kenangan
"Ruangannya bau kopi plus bau keringat, haduuuuuh bikin enek",Ruangan berbau kopi dan bau keringat sehingga kurang menyenangkan.,negative,Kopi Kenangan
Lebih mentingin ofline dibanding yg makan ditempat,Lebih mementingkan pelanggan offline dibanding yang makan di tempat.,negative,Kopi Kenangan
"Dah lama, racikan gk enak
Pelayanan juga kurang",1329|||Sudah lama; racikannya tidak enak dan pelayanannya kurang baik.,negative,Kopi Kenangan
Early opening hour. Love! ,867|||Jam buka pagi yang awal; saya menyukainya.,positive,Kopi Kenangan
"Pelayanan lama dibuat, saya sbg ojol nunggu nya kelamaan, sedangkan pesanan harus di antar buru² oleh pelanggan..","Pelayanan lambat, terutama untuk pesanan ojek online; pengemudi harus menunggu lama sementara pelanggan lain terburu-buru.",negative,Kopi Kenangan
Tempat kurang nyaman,1387|||Tempat agak kurang nyaman.,negative,Kopi Kenangan
"Tolong ya karyawannya ditraining lagi! Pesan toast tapi kok dingin banget dagingnya, mayonaisenya pun beku saking dinginnya! Yang saya tau saat pesan toast harusnya disitu juga ditoast! Jadinya toastnya panas dan lebih enak dinikmati! Semoga kalian Terima kritikan konsumen kalian, jika tidak bisa diterima berarti kalian semua termasuk manajemen harus ditraining lagi!","1062|||Mohon karyawan ditraining ulang. Saya memesan toast tetapi dagingnya sangat dingin dan mayonesnya beku; seharusnya toast dipanggang saat dipesan sehingga disajikan panas dan lebih nikmat. Jika tidak menerima kritik, manajemen perlu memberikan pelatihan.",negative,Kopi Kenangan
Males banget sama tukang parkir nya. Mau beli kopi sebiji doang parkir motor doang ribet bgt. Sering bgt parkir di suruh pindah. Mana galak lagi. Udah deh ga akan kesini lagi karena males sama tukang parkir nya. SEMUA TUKANG PARKIR. Gak cuman satu!!!,533|||Saya sangat kecewa dengan penjaga parkir. Membeli satu kopi tetapi urusan parkir motor dibuat ribet; sering diminta pindah dan bersikap galak. Saya tidak akan kembali karena penjaga parkir yang tidak hanya satu tetapi banyak yang bersikap demikian.,negative,Kopi Kenangan
mntap,Mantap.,positive,Kopi Kenangan
"Tempat nyaman, menu enak dan parkiran luas
Recomended buat santai sambil ngopi","878|||Tempat nyaman, menu enak, dan parkiran luas; direkomendasikan untuk bersantai sambil ngopi.",positive,Kopi Kenangan
